,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE
979,Asus,Rog GL753VE-DS74,Gaming,"17.3""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.99kg,"1749,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
980,Dell,Inspiron 7579,2 in 1 Convertible,"15.6""",Intel HD Graphics 620,Windows,10,2.19kg,"1299,00",1920x1080,Touchscreen,12,True,False,False,512,0,0,512
981,Toshiba,Portege Z30-C-1CV,Notebook,"13.3""",Intel HD Graphics 520,Windows,7,1.2kg,"1195,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
982,Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"549,00",1920x1080,No Touchscreen,6,True,False,False,256,0,0,256
983,Fujitsu,LifeBook A556,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.3kg,"649,00",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
984,Toshiba,Tecra A40-C-1KF,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.75kg,"915,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
985,Dell,Inspiron 3567,Notebook,"15.6""",AMD Radeon R5 M430,Windows,10,2.25kg,"599,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
986,HP,Probook 450,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.04kg,"806,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
987,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,2.5kg,"1189,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
988,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Windows,10,2.36kg,"749,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
989,Dell,Latitude 5480,Notebook,"14.0""",Intel HD Graphics 620 ,Windows,10,1.6kg,"1119,00",1920x1080,No Touchscreen,8,True,False,False,128,0,0,128
990,HP,EliteBook Folio,Netbook,"12.5""",Intel HD Graphics 515,Windows,10,0.97kg,"1908,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
991,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,"15.6""",AMD Radeon 520,Windows,10,2.1kg,"499,00",1920x1080,No Touchscreen,4,True,True,False,128,1000,0,1128
992,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,"15.6""",Intel HD Graphics 500,No OS,,1.9kg,"270,62",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
993,Lenovo,ThinkPad T560,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.3kg,"1349,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
994,Dell,Inspiron 5378,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.68kg,"889,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
995,Asus,ZenBook UX310UA-FB485T,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.4kg,"1150,00",3200x1800,No Touchscreen,8,True,False,False,256,0,0,256
996,HP,Spectre 13-V111dx,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.11kg,"1349,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
997,Acer,Aspire ES1-533,Notebook,"15.6""",Intel HD Graphics 505,Windows,10,2.4kg,"380,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
998,Asus,Rog GL553VE-DS74,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,"1799,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
999,HP,EliteBook 840,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.48kg,"2089,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
1000,Acer,Nitro 5,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.7kg,"1260,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
1001,HP,ENVY -,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.34kg,"1189,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1002,Dell,Vostro 3568,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.18kg,"547,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
1003,HP,Probook 440,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.64kg,"779,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1004,Toshiba,Portege Z30-C-16H,Notebook,"13.3""",Intel HD Graphics 520,Windows,10,1.2kg,"1195,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
1005,HP,EliteBook 840,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.48kg,"1099,99",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
1006,HP,ProBook 640,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.95kg,"1205,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
1007,HP,EliteBook 1040,Ultrabook,"14.0""",Intel HD Graphics 520,Windows,7,1.43kg,"1449,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1008,HP,ProBook 440,Notebook,"14.0""",Nvidia GeForce 930MX,Windows,10,1.64kg,"1049,26",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1009,HP,Probook 440,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.64kg,"684,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1010,Dell,Inspiron 7567,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.65kg,"949,00",1920x1080,No Touchscreen,8,False,False,True,0,0,1000,1000
1011,HP,EliteBook 820,Ultrabook,"12.5""",Intel HD Graphics 620,Windows,10,1.26kg,"1539,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
1012,HP,Elitebook 840,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.48kg,"1590,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
1013,HP,EliteBook 840,Ultrabook,"14.0""",Intel HD Graphics 520,Windows,10,1.54kg,"1887,21",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1014,HP,Probook 430,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.49kg,"800,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1015,Toshiba,Portege A30-C-1CZ,Notebook,"13.3""",Intel HD Graphics 520,Windows,10,1.5kg,"1210,00",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
1016,HP,ProBook 450,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.04kg,"769,99",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
1017,Lenovo,ThinkPad P70,Notebook,"17.3""",Nvidia Quadro 3000M,Windows,7,2.4kg,"2968,00",3840x2160,No Touchscreen,16,True,False,False,512,0,0,512
1018,Toshiba,Tecra Z40-C-12Z,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.47kg,"1490,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1019,HP,EliteBook 1040,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.43kg,"2229,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1020,Dell,Inspiron 5568,2 in 1 Convertible,"15.6""",Intel HD Graphics 520,Windows,10,2.08kg,"795,99",1920x1080,Touchscreen,4,False,True,False,0,1000,0,1000
1021,Toshiba,Portégé Z30-C-16K,Ultrabook,"13.3""",Intel HD Graphics 520,Windows,10,1.2kg,"1590,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1022,HP,Spectre 13-V100nv,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.11kg,"1149,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1023,HP,ProBook 440,Notebook,"14.0""",Nvidia GeForce 930MX,Windows,10,1.64kg,"1185,43",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1024,Dell,Latitude E5570,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.09kg,"1046,44",1920x1080,No Touchscreen,8,False,True,False,0,500,0,500
1025,HP,Elitebook 820,Ultrabook,"12.5""",Intel HD Graphics 620,Windows,10,1.26kg,"1559,00",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
1026,HP,ProBook 650,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,2.31kg,"1189,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1027,HP,ProBook 640,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.95kg,"1060,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1028,Dell,XPS 13,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.29kg,"1624,00",3200x1800,Touchscreen,8,True,False,False,256,0,0,256
1029,HP,Probook 470,Notebook,"17.3""",Nvidia GeForce 930MX,Windows,10,2.63kg,"1080,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1030,HP,ProBook 440,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.64kg,"973,00",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
1031,Acer,Aspire 3,Notebook,"15.6""",AMD Radeon R5,Windows,10,2.1kg,"409,00",1366x768,No Touchscreen,6,False,True,False,0,1000,0,1000
1032,MSI,GL72M 7RDX,Gaming,"17.3""",Nvidia GeForce GTX 1050,Windows,10,2.7kg,"1191,80",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
1033,HP,Probook 640,Notebook,"14.0""",Intel HD Graphics 520,Windows,7,1.95kg,"1195,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1034,HP,EliteBook 850,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,1.84kg,"1228,99",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1035,HP,EliteBook 820,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,10,1.26kg,"1349,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1036,HP,ProBook 450,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.04kg,"742,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1037,Toshiba,Tecra Z40-C-136,Ultrabook,"14.0""",Intel HD Graphics 520,Windows,10,1.47kg,"1725,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1038,Dell,Latitude E5570,Notebook,"15.6""",Intel HD Graphics 520,Windows,7,2.09kg,"1062,95",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1039,HP,ProBook 440,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.64kg,"1010,51",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1040,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,"15.6""",Intel HD Graphics 520,Windows,10,1.8kg,"847,00",1920x1080,Touchscreen,4,True,False,False,256,0,0,256
1041,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,"14.0""",Intel HD Graphics 400,Windows,10,1.45kg,"210,80",1366x768,No Touchscreen,2,True,False,False,32,0,0,32
1042,Toshiba,Tecra A50-C-218,Notebook,"15.6""",Nvidia GeForce 930M,Windows,10,2.4kg,"1425,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
1043,Lenovo,Thinkpad L560,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.3kg,"1049,60",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1044,HP,EliteBook 840,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.54kg,"1000,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
1045,HP,EliteBook 850,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,1.84kg,"2103,34",1920x1080,No Touchscreen,8,True,True,False,256,500,0,756
1046,HP,EliteBook 1040,Notebook,"14.0""",Intel HD Graphics 520,Windows,7,1.43kg,"1469,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1047,MSI,GT72S Dominator,Gaming,"17.3""",Nvidia GeForce GTX 980M,Windows,10,3.78kg,"1545,64",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
1048,Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",Nvidia GeForce GTX 980M,Windows,10,4.6kg,"2289,99",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
1049,Asus,Chromebook C202SA,Netbook,"11.6""",Intel HD Graphics 400,Chrome OS,,1.2kg,"287,90",1366x768,No Touchscreen,4,True,False,False,16,0,0,16
1050,Lenovo,ThinkPad X1,Notebook,"14.0""",Intel HD Graphics 520,Windows,7,1.1kg,"2620,00",2560x1440,No Touchscreen,16,True,False,False,256,0,0,256
1051,HP,Noteb Pav,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,1.91kg,"979,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
1052,Dell,Inspiron 5578,2 in 1 Convertible,"15.6""",Intel HD Graphics 620,Windows,10,2.3kg,"1094,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
1053,HP,ProBook 450,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.04kg,"979,00",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
1054,Dell,XPS 13,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.2kg,"2254,00",3200x1800,Touchscreen,16,True,False,False,1000,0,0,1000
1055,HP,ProBook 650,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.31kg,"705,15",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1056,HP,250 G5,Notebook,"15.6""",Intel HD Graphics 620,No OS,,1.96kg,"499,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1057,Acer,Aspire ES1-523,Notebook,"15.6""",AMD Radeon R5,Windows,10,2.4kg,"449,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
1058,Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.6kg,"1299,00",1920x1080,Touchscreen,12,True,False,False,256,0,0,256
1059,MSI,GT62VR 6RD,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,2.94kg,"1819,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
1060,HP,ProBook 450,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.04kg,"1070,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1061,Asus,Rog G752VL-GC088D,Gaming,"17.3""",Nvidia GeForce GTX 965M,No OS,,4kgs,"998,00",1920x1080,No Touchscreen,16,False,True,False,0,1000,0,1000
1062,Dell,Inspiron 3567,Notebook,"15.6""",Intel HD Graphics,Windows,10,2.25kg,"559,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
1063,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Windows,10,2.32kg,"989,99",1920x1080,No Touchscreen,16,False,True,False,0,2000,0,2000
1064,MSI,GS63VR 6RF,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,1.8kg,"1929,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
1065,Dell,XPS 13,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.29kg,"1458,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1066,Asus,ROG G701VO,Gaming,"17.3""",Nvidia GeForce GTX 980 ,Windows,10,3.58kg,"3975,00",1920x1080,No Touchscreen,64,True,False,False,1000,0,0,1000
1067,Dell,Inspiron 5368,2 in 1 Convertible,"13.3""",Intel HD Graphics 520,Windows,10,1.62kg,"798,01",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
1068,Dell,Alienware 15,Gaming,"15.6""",Nvidia GeForce GTX 970M,Windows,10,3.21kg,"1329,00",3840x2160,No Touchscreen,16,True,True,False,256,1000,0,1256
1069,Apple,"MacBook 12""",Ultrabook,"12.0""",Intel HD Graphics 515,Mac OS,X,0.920kg,"1300,00",2304x1440,No Touchscreen,8,True,False,False,256,0,0,256
1070,Dell,Latitude 3570,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.06kg,"481,98",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1071,HP,ProBook 650,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.31kg,"1199,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1072,HP,EliteBook 820,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,7,1.26kg,"1199,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1073,HP,ProBook 430,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.49kg,"1090,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1074,Lenovo,ThinkPad Yoga,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,10,1.3kg,"1713,49",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
1075,Lenovo,IdeaPad 300-17ISK,Notebook,"17.3""",AMD Radeon R5 M330,Windows,10,3.0kg,"659,00",1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000
1076,Lenovo,Ideapad 700-15ISK,Notebook,"15.6""",Nvidia GeForce GTX 950M,Windows,10,2.3kg,"977,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
1077,MSI,GT72VR Dominator,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,3.78kg,"2499,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
1078,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.1kg,"540,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1079,HP,Probook 650,Notebook,"15.6""",Intel HD Graphics 520,Windows,7,2.31kg,"940,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
1080,Lenovo,Yoga 900S-12ISK,Ultrabook,"12.5""",Intel HD Graphics 515,Windows,10,0.99kg,"1399,00",2560x1440,Touchscreen,8,True,False,False,512,0,0,512
1081,Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",Nvidia GeForce GTX 980M,Windows,10,4.6kg,"3240,00",1920x1080,No Touchscreen,32,True,False,True,512,0,1000,1512
1082,Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",Intel HD Graphics 400,Windows,10,0.69kg,"646,27",1920x1200,Touchscreen,4,True,False,False,64,0,0,64
1083,HP,Spectre x360,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.3kg,"2049,00",3840x2160,No Touchscreen,16,True,False,False,512,0,0,512
1084,Dell,Vostro 3568,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.18kg,"750,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1085,HP,EliteBook 840,Notebook,"14.0""",Intel HD Graphics 520,Windows,7,1.54kg,"1030,99",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
1086,HP,ZBook 15u,Workstation,"15.6""",AMD FirePro W4190M,Windows,7,1.9kg,"1495,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1087,Lenovo,ThinkPad T460,Notebook,"14.0""",Intel HD Graphics 520,Windows,7,1.7kg,"1199,00",1920x1080,No Touchscreen,8,True,False,False,1,0,0,1
1088,HP,Chromebook 13,Notebook,"13.3""",Intel HD Graphics 515,Chrome OS,,1.29kg,"615,00",3200x1800,No Touchscreen,4,True,False,False,32,0,0,32
1089,Acer,Aspire ES1-523,Notebook,"15.6""",AMD Radeon R5,Windows,10,2.4kg,"387,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1090,Dell,Inspiron 3552,Notebook,"15.6""",Intel HD Graphics,Linux,,2.2kg,"393,49",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1091,HP,250 G6,Notebook,"15.6""",Intel HD Graphics 520,No OS,,1.86kg,"345,99",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
1092,Asus,Rog GL702VM-GC354T,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,2.7kg,"1599,00",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
1093,Dell,Inspiron 5370,Ultrabook,"13.3""",AMD Radeon 530,Windows,10,1.4kg,"818,35",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
1094,HP,Elitebook 820,Netbook,"12.5""",Intel HD Graphics 520,Windows,7,2.4kg,"1599,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
1095,Acer,Aspire F5-573G,Notebook,"15.6""",Nvidia GeForce GTX 950M,Windows,10,2.4kg,"799,00",1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256
1096,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Windows,10,2.36kg,"638,80",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
1097,MSI,GS70 Stealth,Gaming,"17.3""",Nvidia GeForce GTX 965M,Windows,10,2.6kg,"1599,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1098,HP,250 G5,Notebook,"15.6""",Intel HD Graphics 405,Windows,10,1.96kg,"500,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
1099,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,"17.3""",Nvidia GeForce GTX 980M,Windows,10,4.3kg,"2299,00",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
1100,Dell,Latitude E5270,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,7,1.5kg,"1135,15",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1101,Dell,Latitude E5270,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,7,1.5kg,"1166,97",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
1102,Acer,Chromebook 15,Notebook,"15.6""",Intel HD Graphics,Chrome OS,,2.20kg,"209,00",1366x768,No Touchscreen,4,True,False,False,16,0,0,16
1103,HP,ZBook 17,Workstation,"17.3""",AMD FirePro W6150M,Windows,7,3.0kg,"2899,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
1104,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.4kg,"1199,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
1105,Dell,Latitude E5270,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,7,1.5kg,"1413,10",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
1106,MSI,GE72 Apache,Gaming,"17.3""",Nvidia GeForce GTX 960M,Windows,10,2.9kg,"1511,19",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
1107,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,"15.6""",Intel HD Graphics 520,Windows,10,2.1kg,"867,00",1920x1080,Touchscreen,4,True,False,False,256,0,0,256
1108,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,"15.6""",AMD Radeon R4,Windows,10,2.1kg,"398,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
1109,Asus,Rog GL552VW-CN470T,Gaming,"15.6""",Nvidia GeForce GTX 960M,Windows,10,2.59kg,"1339,00",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
1110,HP,EliteBook 1030,Notebook,"13.3""",Intel HD Graphics 515,Windows,10,1.16kg,"1699,00",3200x1800,Touchscreen,8,True,False,False,256,0,0,256
1111,Dell,Vostro 3559,Notebook,"15.6""",AMD Radeon R5 M315,Windows,7,2.24kg,"769,15",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1112,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.1kg,"429,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
1113,HP,Spectre Pro,Ultrabook,"13.3""",Intel HD Graphics 520,Windows,10,1.16kg,"1969,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
1114,Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",Intel HD Graphics 400,Android,,0.69kg,"549,00",1920x1200,Touchscreen,4,True,False,False,64,0,0,64
1115,Dell,XPS 13,Ultrabook,"13.3""",Intel Iris Plus Graphics 640,Windows,10,1.23kg,"1379,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1116,Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",Nvidia GeForce GTX 980M,Windows,10,4.6kg,"2749,99",1920x1080,No Touchscreen,16,True,False,True,256,0,1000,1256
1117,Razer,Blade Stealth,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,10,1.25kg,"1029,00",3840x2160,Touchscreen,8,True,False,False,256,0,0,256
1118,Toshiba,Portege X30-D-10K,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.05kg,"2226,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
1119,Asus,Rog GL752VW-T4308T,Gaming,"17.3""",Nvidia GeForce GTX 960M,Windows,10,3.52kg,"1312,49",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
1120,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,"13.3""",Intel HD Graphics 400,Windows,10,1.35kg,"196,00",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
1121,HP,Spectre Pro,Notebook,"13.3""",Intel HD Graphics 520,Windows,10,1.16kg,"1690,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1122,HP,EliteBook 1040,Notebook,"14.0""",Intel HD Graphics 520,Windows,7,1.43kg,"1513,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
1123,Dell,Latitude E5570,Notebook,"15.6""",Intel HD Graphics 520,Linux,,2.09kg,"523,63",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
1124,Asus,VivoBook Max,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2kg,"435,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
1125,Lenovo,ThinkPad Yoga,2 in 1 Convertible,"14.0""",Intel HD Graphics 520,Windows,10,1.8kg,"1669,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
1126,Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",Intel HD Graphics 400,Windows,10,0.69kg,"479,00",1920x1200,Touchscreen,4,True,False,False,64,0,0,64
1127,HP,EliteBook 820,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,7,1.26kg,"1895,00",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
1128,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1060,No OS,,2.4kg,"989,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
1129,HP,Omen -,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,3.35kg,"1129,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
1130,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.04kg,"629,00",1366x768,No Touchscreen,8,False,True,False,0,2000,0,2000
1131,Lenovo,ThinkPad P40,2 in 1 Convertible,"14.0""",Nvidia Quadro M500M,Windows,7,1.8kg,"2050,38",1920x1080,Touchscreen,8,True,False,False,512,0,0,512
1132,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,"14.0""",Intel HD Graphics 500,Windows,10,1.5kg,"278,00",1366x768,No Touchscreen,4,True,False,False,32,0,0,32
1133,HP,250 G6,Ultrabook,"15.6""",Intel HD Graphics 620,Windows,10,1.84kg,"752,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
