Unnamed: 0,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Unnamed: 0,Brand,Clockspeed,Model,Series,Width,Height,fullRes
984,Toshiba,Tecra A40-C-1KF,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.75kg,915,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,984,Intel,2.3,,Core i5 6200U,1366,768,1049088
985,Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,Windows,10,2.25kg,599,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,985,Intel,2.5,,Core i5 7200U,1366,768,1049088
986,HP,Probook 450,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.04kg,806,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,986,Intel,2.5,,Core i5 7200U,1920,1080,2073600
987,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,2.5kg,1189,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,987,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
988,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Windows,10,2.36kg,749,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,988,Intel,2.7,,Core i7 7500U,1366,768,1049088
989,Dell,Latitude 5480,Notebook,14.0,Intel HD Graphics 620 ,Windows,10,1.6kg,1119,1920x1080,No Touchscreen,8,True,False,False,128,0,0,128,989,Intel,2.5,,Core i5 7200U,1920,1080,2073600
990,HP,EliteBook Folio,Netbook,12.5,Intel HD Graphics 515,Windows,10,0.97kg,1908,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,990,Intel,1.2,,Core M 6Y75,1920,1080,2073600
991,HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,AMD Radeon 520,Windows,10,2.1kg,499,1920x1080,No Touchscreen,4,True,True,False,128,1000,0,1128,991,Intel,2.0,,Core i3 6006U,1920,1080,2073600
992,Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,Intel HD Graphics 500,No OS,,1.9kg,270,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,992,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
993,Lenovo,ThinkPad T560,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.3kg,1349,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,993,Intel,2.3,,Core i5 6200U,1920,1080,2073600
994,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.68kg,889,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,994,Intel,2.5,,Core i5 7200U,1920,1080,2073600
995,Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.4kg,1150,3200x1800,No Touchscreen,8,True,False,False,256,0,0,256,995,Intel,2.5,,Core i5 7200U,3200,1800,5760000
996,HP,Spectre 13-V111dx,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.11kg,1349,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,996,Intel,2.7,,Core i7 7500U,1920,1080,2073600
997,Acer,Aspire ES1-533,Notebook,15.6,Intel HD Graphics 505,Windows,10,2.4kg,380,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,997,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
998,Asus,Rog GL553VE-DS74,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,1799,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,998,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
999,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 620,Windows,10,1.48kg,2089,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,999,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1000,Acer,Nitro 5,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.7kg,1260,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1001,HP,ENVY -,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.34kg,1189,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1001,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1002,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.18kg,547,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,1002,Intel,2.4,,Core i3 7100U,1366,768,1049088
1003,HP,Probook 440,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.64kg,779,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1003,Intel,2.5,,Core i5 7200U,1366,768,1049088
1004,Toshiba,Portege Z30-C-16H,Notebook,13.3,Intel HD Graphics 520,Windows,10,1.2kg,1195,1920x1080,No Touchscreen,4,True,False,False,128,0,0,128,1004,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1005,HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.48kg,1099,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,1005,Intel,2.4,,Core i5 6300U,1366,768,1049088
1006,HP,ProBook 640,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.95kg,1205,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,1006,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1007,HP,EliteBook 1040,Ultrabook,14.0,Intel HD Graphics 520,Windows,7,1.43kg,1449,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1007,Intel,2.6,,Core i7 6600U,1920,1080,2073600
1008,HP,ProBook 440,Notebook,14.0,Nvidia GeForce 930MX,Windows,10,1.64kg,1049,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1008,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1009,HP,Probook 440,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.64kg,684,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1009,Intel,2.4,,Core i3 7100U,1366,768,1049088
1010,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.65kg,949,1920x1080,No Touchscreen,8,False,False,True,0,0,1000,1000,1010,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
1011,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 620,Windows,10,1.26kg,1539,1920x1080,No Touchscreen,4,False,True,False,0,500,0,500,1011,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1012,HP,Elitebook 840,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.48kg,1590,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,1012,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1013,HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 520,Windows,10,1.54kg,1887,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1013,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1014,HP,Probook 430,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.49kg,800,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1014,Intel,2.4,,Core i3 7100U,1366,768,1049088
1015,Toshiba,Portege A30-C-1CZ,Notebook,13.3,Intel HD Graphics 520,Windows,10,1.5kg,1210,1366x768,No Touchscreen,8,True,False,False,256,0,0,256,1015,Intel,2.3,,Core i5 6200U,1366,768,1049088
1016,HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.04kg,769,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,1016,Intel,2.4,,Core i3 7100U,1366,768,1049088
1017,Lenovo,ThinkPad P70,Notebook,17.3,Nvidia Quadro 3000M,Windows,7,2.4kg,2968,3840x2160,No Touchscreen,16,True,False,False,512,0,0,512,1017,Intel,2.7,,Core i7 6820HQ,3840,2160,8294400
1018,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.47kg,1490,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1018,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1019,HP,EliteBook 1040,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.43kg,2229,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1019,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1020,Dell,Inspiron 5568,2 in 1 Convertible,15.6,Intel HD Graphics 520,Windows,10,2.08kg,795,1920x1080,Touchscreen,4,False,True,False,0,1000,0,1000,1020,Intel,2.3,,Core i3 6100U,1920,1080,2073600
1021,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Intel HD Graphics 520,Windows,10,1.2kg,1590,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1021,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1022,HP,Spectre 13-V100nv,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.11kg,1149,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1022,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1023,HP,ProBook 440,Notebook,14.0,Nvidia GeForce 930MX,Windows,10,1.64kg,1185,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1023,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1024,Dell,Latitude E5570,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.09kg,1046,1920x1080,No Touchscreen,8,False,True,False,0,500,0,500,1024,Intel,2.4,,Core i5 6300U,1920,1080,2073600
1025,HP,Elitebook 820,Ultrabook,12.5,Intel HD Graphics 620,Windows,10,1.26kg,1559,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,1025,Intel,2.5,,Core i5 7200U,1366,768,1049088
1026,HP,ProBook 650,Notebook,14.0,Intel HD Graphics 620,Windows,10,2.31kg,1189,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1026,Intel,2.5,,Core i5 7200U,1366,768,1049088
1027,HP,ProBook 640,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.95kg,1060,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1027,Intel,2.5,,Core i5 7200U,1366,768,1049088
1028,Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.29kg,1624,3200x1800,Touchscreen,8,True,False,False,256,0,0,256,1028,Intel,2.5,,Core i5 7200U,3200,1800,5760000
1029,HP,Probook 470,Notebook,17.3,Nvidia GeForce 930MX,Windows,10,2.63kg,1080,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1029,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1030,HP,ProBook 440,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.64kg,973,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,1030,Intel,2.5,,Core i5 7200U,1366,768,1049088
1031,Acer,Aspire 3,Notebook,15.6,AMD Radeon R5,Windows,10,2.1kg,409,1366x768,No Touchscreen,6,False,True,False,0,1000,0,1000,1031,AMD,3.0,9420,A9-Series,1366,768,1049088
1032,MSI,GL72M 7RDX,Gaming,17.3,Nvidia GeForce GTX 1050,Windows,10,2.7kg,1191,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,1032,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1033,HP,Probook 640,Notebook,14.0,Intel HD Graphics 520,Windows,7,1.95kg,1195,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1033,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1034,HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,Windows,10,1.84kg,1228,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1034,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1035,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,Windows,10,1.26kg,1349,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1035,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1036,HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.04kg,742,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1036,Intel,2.5,,Core i5 7200U,1366,768,1049088
1037,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,Intel HD Graphics 520,Windows,10,1.47kg,1725,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1037,Intel,2.6,,Core i7 6600U,1920,1080,2073600
1038,Dell,Latitude E5570,Notebook,15.6,Intel HD Graphics 520,Windows,7,2.09kg,1062,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1038,Intel,2.4,,Core i5 6300U,1920,1080,2073600
1039,HP,ProBook 440,Notebook,14.0,Intel HD Graphics 620,Windows,10,1.64kg,1010,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1039,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1040,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel HD Graphics 520,Windows,10,1.8kg,847,1920x1080,Touchscreen,4,True,False,False,256,0,0,256,1040,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1041,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,Intel HD Graphics 400,Windows,10,1.45kg,210,1366x768,No Touchscreen,2,True,False,False,32,0,0,32,1041,Intel,1.44,,Atom X5-Z8350,1366,768,1049088
1042,Toshiba,Tecra A50-C-218,Notebook,15.6,Nvidia GeForce 930M,Windows,10,2.4kg,1425,1920x1080,No Touchscreen,16,True,False,False,256,0,0,256,1042,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1043,Lenovo,Thinkpad L560,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.3kg,1049,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1043,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1044,HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,Windows,10,1.54kg,1000,1920x1080,No Touchscreen,4,False,True,False,0,500,0,500,1044,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1045,HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,Windows,10,1.84kg,2103,1920x1080,No Touchscreen,8,True,True,False,256,500,0,756,1045,Intel,2.4,,Core i5 6300U,1920,1080,2073600
1046,HP,EliteBook 1040,Notebook,14.0,Intel HD Graphics 520,Windows,7,1.43kg,1469,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1046,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1047,MSI,GT72S Dominator,Gaming,17.3,Nvidia GeForce GTX 980M,Windows,10,3.78kg,1545,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1047,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
1048,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Nvidia GeForce GTX 980M,Windows,10,4.6kg,2289,1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128,1048,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1049,Asus,Chromebook C202SA,Netbook,11.6,Intel HD Graphics 400,Chrome OS,,1.2kg,287,1366x768,No Touchscreen,4,True,False,False,16,0,0,16,1049,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
1050,Lenovo,ThinkPad X1,Notebook,14.0,Intel HD Graphics 520,Windows,7,1.1kg,2620,2560x1440,No Touchscreen,16,True,False,False,256,0,0,256,1050,Intel,2.6,,Core i7 6600U,2560,1440,3686400
1051,HP,Noteb Pav,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,1.91kg,979,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1051,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1052,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel HD Graphics 620,Windows,10,2.3kg,1094,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,1052,Intel,2.7,,Core i5 7200U,1920,1080,2073600
1053,HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.04kg,979,1366x768,No Touchscreen,4,True,False,False,256,0,0,256,1053,Intel,2.5,,Core i5 7200U,1366,768,1049088
1054,Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.2kg,2254,3200x1800,Touchscreen,16,True,False,False,1000,0,0,1000,1054,Intel,2.7,,Core i7 7500U,3200,1800,5760000
1055,HP,ProBook 650,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.31kg,705,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1055,Intel,2.3,,Core i3 6100U,1366,768,1049088
1056,HP,250 G5,Notebook,15.6,Intel HD Graphics 620,No OS,,1.96kg,499,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1056,Intel,2.5,,Core i5 7200U,1366,768,1049088
1057,Acer,Aspire ES1-523,Notebook,15.6,AMD Radeon R5,Windows,10,2.4kg,449,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,1057,AMD,2.2,7410,A8-Series,1366,768,1049088
1058,Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.6kg,1299,1920x1080,Touchscreen,12,True,False,False,256,0,0,256,1058,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1059,MSI,GT62VR 6RD,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,2.94kg,1819,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1059,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1060,HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.04kg,1070,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1060,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1061,Asus,Rog G752VL-GC088D,Gaming,17.3,Nvidia GeForce GTX 965M,No OS,,4kgs,998,1920x1080,No Touchscreen,16,False,True,False,0,1000,0,1000,1061,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1062,Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics,Windows,10,2.25kg,559,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,1062,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1063,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Windows,10,2.32kg,989,1920x1080,No Touchscreen,16,False,True,False,0,2000,0,2000,1063,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1064,MSI,GS63VR 6RF,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,1.8kg,1929,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1064,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1065,Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.29kg,1458,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1065,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1066,Asus,ROG G701VO,Gaming,17.3,Nvidia GeForce GTX 980 ,Windows,10,3.58kg,3975,1920x1080,No Touchscreen,64,True,False,False,1000,0,0,1000,1066,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
1067,Dell,Inspiron 5368,2 in 1 Convertible,13.3,Intel HD Graphics 520,Windows,10,1.62kg,798,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,1067,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1068,Dell,Alienware 15,Gaming,15.6,Nvidia GeForce GTX 970M,Windows,10,3.21kg,1329,3840x2160,No Touchscreen,16,True,True,False,256,1000,0,1256,1068,Intel,2.6,,Core i7 6700HQ,3840,2160,8294400
1069,Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 515,Mac OS,X,0.920kg,1300,2304x1440,No Touchscreen,8,True,False,False,256,0,0,256,1069,Intel,1.1,,Core M,2304,1440,3317760
1070,Dell,Latitude 3570,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.06kg,481,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1070,Intel,2.3,,Core i3 6100U,1366,768,1049088
1071,HP,ProBook 650,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.31kg,1199,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1071,Intel,2.3,,Core i5 6200U,1366,768,1049088
1072,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,Windows,7,1.26kg,1199,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1072,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1073,HP,ProBook 430,Notebook,13.3,Intel HD Graphics 620,Windows,10,1.49kg,1090,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1073,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1074,Lenovo,ThinkPad Yoga,Ultrabook,12.5,Intel HD Graphics 520,Windows,10,1.3kg,1713,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,1074,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1075,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,AMD Radeon R5 M330,Windows,10,3.0kg,659,1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000,1075,Intel,2.3,,Core i5 6200U,1600,900,1440000
1076,Lenovo,Ideapad 700-15ISK,Notebook,15.6,Nvidia GeForce GTX 950M,Windows,10,2.3kg,977,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,1076,Intel,2.3,,Core i5 6300HQ,1920,1080,2073600
1077,MSI,GT72VR Dominator,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,3.78kg,2499,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1077,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1078,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,540,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1078,Intel,2.3,,Core i5 6200U,1366,768,1049088
1079,HP,Probook 650,Notebook,15.6,Intel HD Graphics 520,Windows,7,2.31kg,940,1920x1080,No Touchscreen,4,False,True,False,0,500,0,500,1079,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1080,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,Intel HD Graphics 515,Windows,10,0.99kg,1399,2560x1440,Touchscreen,8,True,False,False,512,0,0,512,1080,Intel,1.2,,Core M 6Y75,2560,1440,3686400
1081,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Nvidia GeForce GTX 980M,Windows,10,4.6kg,3240,1920x1080,No Touchscreen,32,True,False,True,512,0,1000,1512,1081,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
1082,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel HD Graphics 400,Windows,10,0.69kg,646,1920x1200,Touchscreen,4,True,False,False,64,0,0,64,1082,Intel,1.44,,Atom x5-Z8550,1920,1200,2304000
1083,HP,Spectre x360,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.3kg,2049,3840x2160,No Touchscreen,16,True,False,False,512,0,0,512,1083,Intel,2.7,,Core i7 7500U,3840,2160,8294400
1084,Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,Windows,10,2.18kg,750,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1084,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1085,HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,Windows,7,1.54kg,1030,1920x1080,No Touchscreen,4,False,True,False,0,500,0,500,1085,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1086,HP,ZBook 15u,Workstation,15.6,AMD FirePro W4190M,Windows,7,1.9kg,1495,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1086,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1087,Lenovo,ThinkPad T460,Notebook,14.0,Intel HD Graphics 520,Windows,7,1.7kg,1199,1920x1080,No Touchscreen,8,True,False,False,1,0,0,1,1087,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1088,HP,Chromebook 13,Notebook,13.3,Intel HD Graphics 515,Chrome OS,,1.29kg,615,3200x1800,No Touchscreen,4,True,False,False,32,0,0,32,1088,Intel,1.5,,Pentium Dual Core 4405Y,3200,1800,5760000
1089,Acer,Aspire ES1-523,Notebook,15.6,AMD Radeon R5,Windows,10,2.4kg,387,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1089,AMD,2.2,7410,A8-Series,1366,768,1049088
1090,Dell,Inspiron 3552,Notebook,15.6,Intel HD Graphics,Linux,,2.2kg,393,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1090,Intel,1.6,,Pentium Quad Core N3700,1366,768,1049088
1091,HP,250 G6,Notebook,15.6,Intel HD Graphics 520,No OS,,1.86kg,345,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,1091,Intel,2.0,,Core i3 6006U,1366,768,1049088
1092,Asus,Rog GL702VM-GC354T,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,2.7kg,1599,1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256,1092,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1093,Dell,Inspiron 5370,Ultrabook,13.3,AMD Radeon 530,Windows,10,1.4kg,818,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,1093,Intel,1.6,,Core i5 8250U,1920,1080,2073600
1094,HP,Elitebook 820,Netbook,12.5,Intel HD Graphics 520,Windows,7,2.4kg,1599,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,1094,Intel,2.3,,Core i5 6200U,1366,768,1049088
1095,Acer,Aspire F5-573G,Notebook,15.6,Nvidia GeForce GTX 950M,Windows,10,2.4kg,799,1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256,1095,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1096,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Windows,10,2.36kg,638,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1096,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1097,MSI,GS70 Stealth,Gaming,17.3,Nvidia GeForce GTX 965M,Windows,10,2.6kg,1599,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1097,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1098,HP,250 G5,Notebook,15.6,Intel HD Graphics 405,Windows,10,1.96kg,500,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,1098,Intel,1.6,,Pentium Quad Core N3710,1366,768,1049088
1099,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Nvidia GeForce GTX 980M,Windows,10,4.3kg,2299,1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128,1099,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1100,Dell,Latitude E5270,Ultrabook,12.5,Intel HD Graphics 520,Windows,7,1.5kg,1135,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1100,Intel,2.3,,Core i3 6100U,1366,768,1049088
1101,Dell,Latitude E5270,Ultrabook,12.5,Intel HD Graphics 520,Windows,7,1.5kg,1166,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,1101,Intel,2.3,,Core i3 6100U,1366,768,1049088
1102,Acer,Chromebook 15,Notebook,15.6,Intel HD Graphics,Chrome OS,,2.20kg,209,1366x768,No Touchscreen,4,True,False,False,16,0,0,16,1102,Intel,1.5,,Celeron Dual Core 3205U,1366,768,1049088
1103,HP,ZBook 17,Workstation,17.3,AMD FirePro W6150M,Windows,7,3.0kg,2899,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1103,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
