Manufacturer,Model Name,Category,Screen Size,GPU,Price (Euros),Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Brand,Clockspeed,Model,Series,Width,Height,fullRes
HP,EliteBook Folio,Netbook,12.5,Intel HD Graphics 515,1908,No Touchscreen,8,True,False,False,512,0,0,512,Intel,1.2,,Core M 6Y75,1920,1080,2073600
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,AMD Radeon 520,499,No Touchscreen,4,True,True,False,128,1000,0,1128,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,Intel HD Graphics 500,270,No Touchscreen,4,True,False,False,128,0,0,128,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
Lenovo,ThinkPad T560,Notebook,15.6,Intel HD Graphics 520,1349,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel HD Graphics 620,889,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,Intel HD Graphics 620,1150,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,3200,1800,5760000
HP,Spectre 13-V111dx,Ultrabook,13.3,Intel HD Graphics 620,1349,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Aspire ES1-533,Notebook,15.6,Intel HD Graphics 505,380,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
Asus,Rog GL553VE-DS74,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1799,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 620,2089,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Nitro 5,Gaming,15.6,Nvidia GeForce GTX 1050,1260,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,ENVY -,Notebook,13.3,Intel HD Graphics 620,1189,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,547,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.4,,Core i3 7100U,1366,768,1049088
HP,Probook 440,Notebook,14.0,Intel HD Graphics 620,779,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Toshiba,Portege Z30-C-16H,Notebook,13.3,Intel HD Graphics 520,1195,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,1099,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.4,,Core i5 6300U,1366,768,1049088
HP,ProBook 640,Notebook,14.0,Intel HD Graphics 620,1205,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,EliteBook 1040,Ultrabook,14.0,Intel HD Graphics 520,1449,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i7 6600U,1920,1080,2073600
HP,ProBook 440,Notebook,14.0,Nvidia GeForce 930MX,1049,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Probook 440,Notebook,14.0,Intel HD Graphics 620,684,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.4,,Core i3 7100U,1366,768,1049088
Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,949,No Touchscreen,8,False,False,True,0,0,1000,1000,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 620,1539,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Elitebook 840,Notebook,14.0,Intel HD Graphics 620,1590,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,EliteBook 840,Ultrabook,14.0,Intel HD Graphics 520,1887,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
HP,Probook 430,Notebook,13.3,Intel HD Graphics 620,800,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.4,,Core i3 7100U,1366,768,1049088
Toshiba,Portege A30-C-1CZ,Notebook,13.3,Intel HD Graphics 520,1210,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1366,768,1049088
HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,769,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.4,,Core i3 7100U,1366,768,1049088
Lenovo,ThinkPad P70,Notebook,17.3,Nvidia Quadro 3000M,2968,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 6820HQ,3840,2160,8294400
Toshiba,Tecra Z40-C-12Z,Notebook,14.0,Intel HD Graphics 520,1490,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,EliteBook 1040,Notebook,14.0,Intel HD Graphics 520,2229,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Dell,Inspiron 5568,2 in 1 Convertible,15.6,Intel HD Graphics 520,795,Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.3,,Core i3 6100U,1920,1080,2073600
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Intel HD Graphics 520,1590,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,Spectre 13-V100nv,Notebook,13.3,Intel HD Graphics 620,1149,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,ProBook 440,Notebook,14.0,Nvidia GeForce 930MX,1185,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Latitude E5570,Notebook,15.6,Intel HD Graphics 520,1046,No Touchscreen,8,False,True,False,0,500,0,500,Intel,2.4,,Core i5 6300U,1920,1080,2073600
HP,Elitebook 820,Ultrabook,12.5,Intel HD Graphics 620,1559,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,ProBook 650,Notebook,14.0,Intel HD Graphics 620,1189,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,ProBook 640,Notebook,14.0,Intel HD Graphics 620,1060,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,1624,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,3200,1800,5760000
HP,Probook 470,Notebook,17.3,Nvidia GeForce 930MX,1080,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,ProBook 440,Notebook,14.0,Intel HD Graphics 620,973,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
Acer,Aspire 3,Notebook,15.6,AMD Radeon R5,409,No Touchscreen,6,False,True,False,0,1000,0,1000,AMD,3.0,9420,A9-Series,1366,768,1049088
MSI,GL72M 7RDX,Gaming,17.3,Nvidia GeForce GTX 1050,1191,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,Probook 640,Notebook,14.0,Intel HD Graphics 520,1195,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,1228,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,1349,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,742,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Toshiba,Tecra Z40-C-136,Ultrabook,14.0,Intel HD Graphics 520,1725,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i7 6600U,1920,1080,2073600
Dell,Latitude E5570,Notebook,15.6,Intel HD Graphics 520,1062,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.4,,Core i5 6300U,1920,1080,2073600
HP,ProBook 440,Notebook,14.0,Intel HD Graphics 620,1010,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel HD Graphics 520,847,Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,Intel HD Graphics 400,210,No Touchscreen,2,True,False,False,32,0,0,32,Intel,1.44,,Atom X5-Z8350,1366,768,1049088
Toshiba,Tecra A50-C-218,Notebook,15.6,Nvidia GeForce 930M,1425,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Lenovo,Thinkpad L560,Notebook,15.6,Intel HD Graphics 520,1049,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,1000,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,2103,No Touchscreen,8,True,True,False,256,500,0,756,Intel,2.4,,Core i5 6300U,1920,1080,2073600
HP,EliteBook 1040,Notebook,14.0,Intel HD Graphics 520,1469,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
MSI,GT72S Dominator,Gaming,17.3,Nvidia GeForce GTX 980M,1545,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Nvidia GeForce GTX 980M,2289,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Asus,Chromebook C202SA,Netbook,11.6,Intel HD Graphics 400,287,No Touchscreen,4,True,False,False,16,0,0,16,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
Lenovo,ThinkPad X1,Notebook,14.0,Intel HD Graphics 520,2620,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.6,,Core i7 6600U,2560,1440,3686400
HP,Noteb Pav,Notebook,15.6,Nvidia GeForce 940MX,979,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel HD Graphics 620,1094,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i5 7200U,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,979,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,2254,Touchscreen,16,True,False,False,1000,0,0,1000,Intel,2.7,,Core i7 7500U,3200,1800,5760000
HP,ProBook 650,Notebook,15.6,Intel HD Graphics 520,705,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i3 6100U,1366,768,1049088
HP,250 G5,Notebook,15.6,Intel HD Graphics 620,499,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Acer,Aspire ES1-523,Notebook,15.6,AMD Radeon R5,449,No Touchscreen,8,False,True,False,0,1000,0,1000,AMD,2.2,7410,A8-Series,1366,768,1049088
Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel HD Graphics 620,1299,Touchscreen,12,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
MSI,GT62VR 6RD,Gaming,15.6,Nvidia GeForce GTX 1060,1819,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
HP,ProBook 450,Notebook,15.6,Intel HD Graphics 620,1070,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,Rog G752VL-GC088D,Gaming,17.3,Nvidia GeForce GTX 965M,998,No Touchscreen,16,False,True,False,0,1000,0,1000,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics,559,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,989,No Touchscreen,16,False,True,False,0,2000,0,2000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
MSI,GS63VR 6RF,Gaming,15.6,Nvidia GeForce GTX 1060,1929,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,1458,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,ROG G701VO,Gaming,17.3,Nvidia GeForce GTX 980 ,3975,No Touchscreen,64,True,False,False,1000,0,0,1000,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Intel HD Graphics 520,798,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Dell,Alienware 15,Gaming,15.6,Nvidia GeForce GTX 970M,1329,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.6,,Core i7 6700HQ,3840,2160,8294400
Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 515,1300,No Touchscreen,8,True,False,False,256,0,0,256,Intel,1.1,,Core M,2304,1440,3317760
Dell,Latitude 3570,Notebook,15.6,Intel HD Graphics 520,481,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i3 6100U,1366,768,1049088
HP,ProBook 650,Notebook,15.6,Intel HD Graphics 520,1199,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,1199,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,ProBook 430,Notebook,13.3,Intel HD Graphics 620,1090,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,ThinkPad Yoga,Ultrabook,12.5,Intel HD Graphics 520,1713,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,AMD Radeon R5 M330,659,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.3,,Core i5 6200U,1600,900,1440000
Lenovo,Ideapad 700-15ISK,Notebook,15.6,Nvidia GeForce GTX 950M,977,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.3,,Core i5 6300HQ,1920,1080,2073600
MSI,GT72VR Dominator,Gaming,17.3,Nvidia GeForce GTX 1070,2499,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 520,540,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
HP,Probook 650,Notebook,15.6,Intel HD Graphics 520,940,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,Intel HD Graphics 515,1399,Touchscreen,8,True,False,False,512,0,0,512,Intel,1.2,,Core M 6Y75,2560,1440,3686400
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Nvidia GeForce GTX 980M,3240,No Touchscreen,32,True,False,True,512,0,1000,1512,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel HD Graphics 400,646,Touchscreen,4,True,False,False,64,0,0,64,Intel,1.44,,Atom x5-Z8550,1920,1200,2304000
HP,Spectre x360,Ultrabook,13.3,Intel HD Graphics 620,2049,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,3840,2160,8294400
Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 620,750,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,EliteBook 840,Notebook,14.0,Intel HD Graphics 520,1030,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,ZBook 15u,Workstation,15.6,AMD FirePro W4190M,1495,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Lenovo,ThinkPad T460,Notebook,14.0,Intel HD Graphics 520,1199,No Touchscreen,8,True,False,False,1,0,0,1,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,Chromebook 13,Notebook,13.3,Intel HD Graphics 515,615,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.5,,Pentium Dual Core 4405Y,3200,1800,5760000
Acer,Aspire ES1-523,Notebook,15.6,AMD Radeon R5,387,No Touchscreen,4,False,True,False,0,500,0,500,AMD,2.2,7410,A8-Series,1366,768,1049088
Dell,Inspiron 3552,Notebook,15.6,Intel HD Graphics,393,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.6,,Pentium Quad Core N3700,1366,768,1049088
HP,250 G6,Notebook,15.6,Intel HD Graphics 520,345,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
Asus,Rog GL702VM-GC354T,Gaming,17.3,Nvidia GeForce GTX 1060,1599,No Touchscreen,8,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Inspiron 5370,Ultrabook,13.3,AMD Radeon 530,818,No Touchscreen,4,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
HP,Elitebook 820,Netbook,12.5,Intel HD Graphics 520,1599,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.3,,Core i5 6200U,1366,768,1049088
Acer,Aspire F5-573G,Notebook,15.6,Nvidia GeForce GTX 950M,799,No Touchscreen,8,True,True,False,256,1000,0,1256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,638,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
MSI,GS70 Stealth,Gaming,17.3,Nvidia GeForce GTX 965M,1599,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
HP,250 G5,Notebook,15.6,Intel HD Graphics 405,500,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.6,,Pentium Quad Core N3710,1366,768,1049088
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Nvidia GeForce GTX 980M,2299,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,Latitude E5270,Ultrabook,12.5,Intel HD Graphics 520,1135,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i3 6100U,1366,768,1049088
Dell,Latitude E5270,Ultrabook,12.5,Intel HD Graphics 520,1166,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.3,,Core i3 6100U,1366,768,1049088
Acer,Chromebook 15,Notebook,15.6,Intel HD Graphics,209,No Touchscreen,4,True,False,False,16,0,0,16,Intel,1.5,,Celeron Dual Core 3205U,1366,768,1049088
HP,ZBook 17,Workstation,17.3,AMD FirePro W6150M,2899,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1199,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Latitude E5270,Ultrabook,12.5,Intel HD Graphics 520,1413,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1366,768,1049088
MSI,GE72 Apache,Gaming,17.3,Nvidia GeForce GTX 960M,1511,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel HD Graphics 520,867,Touchscreen,4,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,AMD Radeon R4,398,No Touchscreen,4,False,True,False,0,1000,0,1000,AMD,2.5,9220,A6-Series,1920,1080,2073600
Asus,Rog GL552VW-CN470T,Gaming,15.6,Nvidia GeForce GTX 960M,1339,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
HP,EliteBook 1030,Notebook,13.3,Intel HD Graphics 515,1699,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.1,,Core M 6Y54,3200,1800,5760000
Dell,Vostro 3559,Notebook,15.6,AMD Radeon R5 M315,769,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 520,429,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.0,,Core i3 6006U,1366,768,1049088
HP,Spectre Pro,Ultrabook,13.3,Intel HD Graphics 520,1969,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel HD Graphics 400,549,Touchscreen,4,True,False,False,64,0,0,64,Intel,1.44,,Atom x5-Z8550,1920,1200,2304000
Dell,XPS 13,Ultrabook,13.3,Intel Iris Plus Graphics 640,1379,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.4,,Core i7 7560U,1920,1080,2073600
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Nvidia GeForce GTX 980M,2749,No Touchscreen,16,True,False,True,256,0,1000,1256,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
Razer,Blade Stealth,Ultrabook,12.5,Intel HD Graphics 520,1029,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,3840,2160,8294400
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Intel HD Graphics 620,2226,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,Rog GL752VW-T4308T,Gaming,17.3,Nvidia GeForce GTX 960M,1312,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Intel HD Graphics 400,196,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.44,,Atom X5-Z8350,1920,1080,2073600
HP,Spectre Pro,Notebook,13.3,Intel HD Graphics 520,1690,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,EliteBook 1040,Notebook,14.0,Intel HD Graphics 520,1513,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Dell,Latitude E5570,Notebook,15.6,Intel HD Graphics 520,523,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1366,768,1049088
Asus,VivoBook Max,Notebook,15.6,Intel HD Graphics 620,435,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.4,,Core i3 7100U,1366,768,1049088
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,Intel HD Graphics 520,1669,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel HD Graphics 400,479,Touchscreen,4,True,False,False,64,0,0,64,Intel,1.44,,Atom x5-Z8550,1920,1200,2304000
HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,1895,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.4,,Core i5 6300U,1366,768,1049088
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1060,989,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
HP,Omen -,Gaming,17.3,Nvidia GeForce GTX 1060,1129,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.3,,Core i5 6300HQ,1920,1080,2073600
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Intel HD Graphics 620,629,No Touchscreen,8,False,True,False,0,2000,0,2000,Intel,2.7,,Core i7 7500U,1366,768,1049088
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Nvidia Quadro M500M,2050,Touchscreen,8,True,False,False,512,0,0,512,Intel,2.6,,Core i7 6600U,1920,1080,2073600
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,Intel HD Graphics 500,278,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
HP,250 G6,Ultrabook,15.6,Intel HD Graphics 620,752,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,616,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,AMD Radeon R7 M360,1099,No Touchscreen,16,False,False,True,0,0,1000,1000,Intel,2.5,,Core i7 6500U,1920,1080,2073600
HP,ZBook 17,Workstation,17.3,Nvidia Quadro M3000M,3949,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,784,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
MSI,GT72S Dominator,Gaming,17.3,Nvidia GeForce GTX 980M,2399,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.7,,Core i7 6820HQ,1920,1080,2073600
HP,EliteBook 850,Ultrabook,15.6,Intel HD Graphics 520,2171,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i7 6500U,1920,1080,2073600
